阶段,轮次,事件,活动列数,Benders切数,LP目标值,theta_CNY,真实能源成本_CNY,Benders违反_CNY,最大区域违反_CNY,theta_A_CNY,theta_B_CNY,theta_C_CNY,theta_D_CNY,theta_E_CNY,theta_F_CNY,真实能源成本_A_CNY,真实能源成本_B_CNY,真实能源成本_C_CNY,真实能源成本_D_CNY,真实能源成本_E_CNY,真实能源成本_F_CNY,区域违反_A_CNY,区域违反_B_CNY,区域违反_C_CNY,区域违反_D_CNY,区域违反_E_CNY,区域违反_F_CNY,新增列数,最小缺失列约化成本,根节点闭合,MIP状态,MIP目标值,当前RSS_GiB,累计分钟
Latency阶段,6,added_region_benders_cuts,78374,51,1331390.4410454852,-459274946.5718018,-459195620.1932126,79326.37858915329,58192.461457014084,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142691174.2298824,-154168773.15490004,-162335672.80843142,0.0,0.0,0.0,58192.461457014084,21133.917130857706,5.960464477539063e-08,0,nan,False,,,0.4217071533203125,6.22792638540268
Latency阶段,7,added_region_benders_cuts,78374,53,1331405.2492229026,-459274946.5718018,-459197741.2725616,77205.29924017191,50270.524197399616,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142699096.167142,-154162972.2969895,-162335672.80843142,0.0,0.0,0.0,50270.524197399616,26934.775041401386,5.960464477539063e-08,0,nan,False,,,0.42179107666015625,6.412905605634053
Latency阶段,8,added_region_benders_cuts,78374,55,1331411.2116036918,-459274946.5718018,-459218222.7749193,56723.796882510185,39944.618331849575,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142709422.07300755,-154173127.89348155,-162335672.80843142,0.0,0.0,0.0,39944.618331849575,16779.178549349308,5.960464477539063e-08,0,nan,False,,,0.4219551086425781,6.602778518199921
Latency阶段,9,added_region_benders_cuts,78374,57,1331415.542071588,-459274946.5718018,-459216291.2180685,58655.35373330116,46377.91345009208,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142702988.7778893,-154177629.631749,-162335672.80843142,0.0,0.0,0.0,46377.91345009208,12277.440281897783,5.960464477539063e-08,0,nan,False,,,0.4221038818359375,6.802304335435232
Latency阶段,10,added_region_benders_cuts,78374,59,1331418.8131977695,-459274946.5718018,-459235721.52133554,39225.05046623945,29333.83667218685,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142720032.85466722,-154180015.8582382,-162335672.80843142,0.0,0.0,0.0,29333.83667218685,9891.213792711496,5.960464477539063e-08,0,nan,False,,,0.42293548583984375,7.0014498392740885
Latency阶段,11,added_region_benders_cuts,78374,61,1331419.7095081136,-459274946.5718018,-459239495.4154225,35451.156379282475,28054.745411336422,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142721311.94592807,-154182510.66106427,-162335672.80843142,0.0,0.0,0.0,28054.745411336422,7396.41096663475,5.960464477539063e-08,0,nan,False,,,0.3249092102050781,7.207360414663951
Latency阶段,12,added_region_benders_cuts,78374,63,1331422.1437383534,-459274946.5718018,-459229287.97457606,45658.59722572565,38085.97434934974,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142711280.71699005,-154182334.44915584,-162335672.80843142,0.0,0.0,0.0,38085.97434934974,7572.622875064611,5.960464477539063e-08,0,nan,False,,,0.4162940979003906,7.422675228118896
Latency阶段,13,added_region_benders_cuts,78374,65,1331425.8778809286,-459274946.5718018,-459245604.2191169,29342.35268485546,22244.453534185886,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142727122.23780522,-154182809.17288157,-162335672.80843142,0.0,0.0,0.0,22244.453534185886,7097.89914932847,5.960464477539063e-08,0,nan,False,,,0.4178047180175781,7.636666782697042
Latency阶段,14,added_region_benders_cuts,78374,67,1331426.7745069957,-459274946.5718018,-459251960.92642,22985.64538180828,19399.792192280293,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142729966.89914712,-154186321.2188427,-162335672.80843142,0.0,0.0,0.0,19399.792192280293,3585.8531882166862,5.960464477539063e-08,0,nan,False,,,0.41841888427734375,7.863857571283976
Latency阶段,15,added_region_benders_cuts,78374,69,1331427.4180706656,-459274946.5718018,-459247934.01571035,27012.556091427803,21114.755378603935,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142728251.9359608,-154184009.27131936,-162335672.80843142,0.0,0.0,0.0,21114.755378603935,5897.800711542368,5.960464477539063e-08,0,nan,False,,,0.41861724853515625,8.0904660820961
Latency阶段,16,added_region_benders_cuts,78374,71,1331428.216952482,-459274946.5718018,-459248163.6858341,26782.88596767187,23818.93830782175,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142725547.75303158,-154186943.12437233,-162335672.80843142,0.0,0.0,0.0,23818.93830782175,2963.9476585686207,5.960464477539063e-08,0,nan,False,,,0.41973876953125,8.323975185553232
Latency阶段,17,added_region_benders_cuts,78374,73,1331429.656731261,-459274946.5718018,-459264826.3253168,10120.246484994888,6374.5911820828915,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142742992.10015732,-154186161.4167293,-162335672.80843142,0.0,0.0,0.0,6374.5911820828915,3745.6553016006947,5.960464477539063e-08,0,nan,False,,,0.41943359375,8.571811902523041
Latency阶段,18,added_region_benders_cuts,78374,75,1331430.0274486342,-459274946.5718018,-459269592.44240427,5354.129397511482,2738.418733984232,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142746628.27260542,-154187291.36136872,-162335672.80843142,0.0,0.0,0.0,2738.418733984232,2615.710662186146,5.960464477539063e-08,0,nan,False,,,0.4205169677734375,8.822767512003582
Latency阶段,19,added_region_benders_cuts,78374,77,1331431.0695612272,-459274946.5718018,-459270767.69875705,4178.873044729233,4175.214420825243,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142745191.47691858,-154189903.41340828,-162335672.80843142,0.0,0.0,0.0,4175.214420825243,3.658622622489929,5.960464477539063e-08,0,nan,False,,,0.42070770263671875,9.076579495271046
Latency阶段,20,added_region_benders_cuts,78374,79,1331432.562455268,-459274946.5718018,-459268525.2436316,6421.328170180321,6416.767127305269,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142742949.9242121,-154189902.51098934,-162335672.80843142,0.0,0.0,0.0,6416.767127305269,4.561041563749313,5.960464477539063e-08,0,nan,False,,,0.4207649230957031,9.335422539710999
Latency阶段,21,added_region_benders_cuts,78374,81,1331432.8839018985,-459274946.5718018,-459267734.24682236,7212.324979424477,7204.63934096694,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142742162.05199844,-154189899.38639376,-162335672.80843142,0.0,0.0,0.0,7204.63934096694,7.685637146234512,5.960464477539063e-08,0,nan,False,,,0.4216117858886719,9.600044417381287
Latency阶段,22,added_region_benders_cuts,78374,83,1331433.4815131607,-459274946.5718018,-459271759.2371293,3187.334672510624,3183.7061901688576,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142746182.98514923,-154189903.4435499,-162335672.80843142,0.0,0.0,0.0,3183.7061901688576,3.62848100066185,5.960464477539063e-08,0,nan,False,,,0.42162322998046875,9.873224055767059
Latency阶段,23,added_region_benders_cuts,78374,85,1331433.8425825804,-459274946.5718018,-459271267.94330525,3678.628496527672,3674.7779047489166,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142745691.91343465,-154189903.22144043,-162335672.80843142,0.0,0.0,0.0,3674.7779047489166,3.850590467453003,5.960464477539063e-08,0,nan,False,,,0.4221839904785156,10.14955765803655
Latency阶段,24,added_region_benders_cuts,78374,87,1331433.9964334643,-459274946.5718018,-459272924.43705714,2022.134744644165,2015.470342963934,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142747351.22099644,-154189900.40763047,-162335672.80843142,0.0,0.0,0.0,2015.470342963934,6.664400428533554,5.960464477539063e-08,0,nan,False,,,0.4232444763183594,10.435166827837627
Latency阶段,25,added_region_benders_cuts,78374,89,1331434.0527987804,-459274946.5718018,-459274936.5734843,9.99831748008728,9.368904411792755,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142749357.322435,-154189906.4426192,-162335672.80843142,0.0,0.0,0.0,9.368904411792755,0.6294116973876953,5.960464477539063e-08,0,nan,False,,,0.4233665466308594,10.77673411766688
Latency阶段,26,added_region_benders_cuts,78374,91,1331434.0531911014,-459274946.5718018,-459274939.4223052,7.149496555328369,4.87356773018837,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142749361.81777167,-154189904.79610336,-162335672.80843142,0.0,0.0,0.0,4.87356773018837,2.2759275436401367,5.960464477539063e-08,0,nan,False,,,0.4241828918457031,11.15668817361196
Latency阶段,27,added_region_benders_cuts,78374,93,1331434.0533976504,-459274946.5718018,-459274938.0865258,8.485275983810425,8.125773400068283,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142749358.565566,-154189906.71252963,-162335672.80843142,0.0,0.0,0.0,8.125773400068283,0.35950127243995667,5.960464477539063e-08,0,nan,False,,,0.42423248291015625,11.547066442171733
Latency阶段,28,added_region_benders_cuts,78374,94,1331434.053444299,-459274946.5718018,-459274946.3328786,0.23892319202423096,0.2389219105243683,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142749366.4524175,-154189907.07203093,-162335672.80843142,0.0,0.0,0.0,0.2389219105243683,-2.9802322387695312e-08,5.960464477539063e-08,0,nan,False,,,0.4241981506347656,11.932525340716044
Latency阶段,29,added_region_benders_cuts,78374,95,1331434.0534615263,-459274946.5718018,-459274942.9637894,3.60801237821579,3.608011096715927,-0.0,-0.0,-0.0,-142749366.6913394,-154189907.0720309,-162335672.80843148,0.0,0.0,0.0,-142749363.0833283,-154189907.07203093,-162335672.80843142,0.0,0.0,0.0,3.608011096715927,-2.9802322387695312e-08,5.960464477539063e-08,0,nan,False,,,0.4244804382324219,12.313955680529277
Latency阶段,30,added_columns,135889,95,1331434.0534894888,-459274946.5718018,-459274946.5718002,1.6093254089355469e-06,1.7881393432617188e-07,-0.0,-0.0,-0.0,-142749366.69133928,-154189907.072031,-162335672.80843148,0.0,0.0,0.0,-142749366.6913391,-154189907.07203093,-162335672.80843142,0.0,0.0,0.0,1.7881393432617188e-07,5.960464477539063e-08,5.960464477539063e-08,57515,-1400.3317307692314,False,,,0.3285865783691406,12.96596196492513
Latency阶段,31,added_region_benders_cuts,135889,97,253631.89926285497,-459281685.0933042,-458563566.6683697,718118.4249345064,579209.1529124975,-0.0,-0.0,-0.0,-142783279.19999963,-154191500.95866454,-162306904.93464005,0.0,0.0,0.0,-142783279.19999963,-153612291.80575204,-162167995.66261938,0.0,0.0,0.0,0.0,579209.1529124975,138909.2720206678,0,nan,False,,,0.43416595458984375,13.501627870400746
Latency阶段,32,added_region_benders_cuts,135889,99,253804.69022580923,-459274946.5718018,-458816326.33018917,458620.2416126132,289582.0694926083,-0.0,-0.0,-0.0,-142783279.19999963,-154209743.37608087,-162281923.99572128,0.0,0.0,0.0,-142783279.19999963,-154040705.20396233,-161992341.92622867,0.0,0.0,0.0,0.0,169038.17211854458,289582.0694926083,0,nan,False,,,0.43547821044921875,14.043481572469075
Latency阶段,33,added_region_benders_cuts,135889,101,253906.67722259712,-459274946.5718018,-458788269.4820035,486677.08979827166,288036.83708003163,-0.0,-0.0,-0.0,-142783279.19999963,-154178745.9290021,-162312921.44280005,0.0,0.0,0.0,-142783279.19999963,-153980105.67628527,-162024884.60572,0.0,0.0,0.0,0.0,198640.2527168393,288036.83708003163,0,nan,False,,,0.4384956359863281,14.604127585887909
Latency阶段,34,added_region_benders_cuts,135889,104,253956.59752077083,-459274946.5718018,-459005504.5865388,269441.98526299,154951.34468245506,-0.0,-0.0,-0.0,-142783279.19999963,-154159624.97156212,-162332042.40024003,0.0,0.0,0.0,-142780863.76537862,-154047549.7656038,-162177091.05555758,0.0,0.0,0.0,2415.4346210062504,112075.20595830679,154951.34468245506,0,nan,False,,,0.4405937194824219,15.173405361175536
Latency阶段,35,added_region_benders_cuts,135889,107,253985.55581283604,-459274946.5718018,-459045066.37736475,229880.19443702698,138311.77905744314,-0.0,-0.0,-0.0,-142783279.19999963,-154161408.4610788,-162330258.91072336,0.0,0.0,0.0,-142782946.33659244,-154070172.9091076,-162191947.13166592,0.0,0.0,0.0,332.8634071946144,91235.55197119713,138311.77905744314,0,nan,False,,,0.4418144226074219,15.754471484820048
Latency阶段,36,added_region_benders_cuts,135889,109,253995.99886580036,-459274946.5718018,-459046651.64060736,228294.93119442463,125480.0500651896,-0.0,-0.0,-0.0,-142783279.19999963,-154161715.6823921,-162329951.68941006,0.0,0.0,0.0,-142783279.19999963,-154058900.80126408,-162204471.63934487,0.0,0.0,0.0,0.0,102814.88112801313,125480.0500651896,0,nan,False,,,0.443145751953125,16.345290283362072
Latency阶段,37,added_region_benders_cuts,135889,111,254007.72467921372,-459274946.5718018,-459075695.4345574,199251.13724440336,100704.32183390856,-0.0,-0.0,-0.0,-142783279.19999963,-154161715.6823921,-162329951.68941006,0.0,0.0,0.0,-142783279.19999963,-154061011.36055818,-162231404.87400073,0.0,0.0,0.0,0.0,100704.32183390856,98546.81540933251,0,nan,False,,,0.4432868957519531,16.953815444310507
Latency阶段,38,added_region_benders_cuts,135889,113,254012.24657099808,-459274946.5718018,-459105678.6824312,169267.88937056065,85621.78984341025,-0.0,-0.0,-0.0,-142783279.19999963,-154161715.6823921,-162329951.68941006,0.0,0.0,0.0,-142783279.19999963,-154078069.58286613,-162244329.89956665,0.0,0.0,0.0,0.0,83646.0995259583,85621.78984341025,0,nan,False,,,0.44354248046875,17.570113201936085
